sr_pmid,primary_pmid,sr_title,primary_title,year_sr,year_primary,weight
25861075,16919107,Fasting abbreviation among patients submitted to oncologic surgery: systematic review.,Pre-operative oral carbohydrate loading in colorectal surgery: a randomized controlled trial.,2015,2006.0,1.002222
26086619,24548571,Paravertebral Block for Inguinal Herniorrhaphy: A Systematic Review and Meta-Analysis of Randomized Controlled Trials.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2015,2014.0,1.0
26212597,21844173,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Trial of a mobile phone method for recording dietary intake in adults with type 2 diabetes: evaluation and implications for future applications.,2016,2011.0,1.007463
26212597,15562184,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Including walnuts in a low-fat/modified-fat diet improves HDL cholesterol-to-total cholesterol ratios in patients with type 2 diabetes.,2016,2004.0,1.002717
26212597,10919939,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Comparison of high- and low-glycemic-index breakfast cereals with monounsaturated fat in the long-term dietary management of type 2 diabetes.,2016,2000.0,1.0
26212597,16164885,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,"The effects of a low-fat, plant-based dietary intervention on body weight, metabolism, and insulin sensitivity.",2016,2005.0,1.0
26212597,14747670,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Plasma triacylglycerol and HDL cholesterol concentrations confirm self-reported changes in carbohydrate and fat intakes in women in a diet intervention trial.,2016,2004.0,1.0
26212597,15081561,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,The effect of red palm olein and refined palm olein on lipids and haemostatic factors in hyperfibrinogenaemic subjects.,2016,2004.0,1.0
26212597,15788122,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Additional protein intake limits weight regain after weight loss in humans.,2016,2005.0,1.0
26212597,14981223,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Improvement of metabolism among obese breast cancer survivors in differing weight loss regimens.,2016,2004.0,1.0
26212597,15153259,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,"The Medi-RIVAGE study (Mediterranean Diet, Cardiovascular Risks and Gene Polymorphisms): rationale, recruitment, design, dietary intervention and baseline characteristics of participants.",2016,2004.0,1.0
26212597,15020177,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Behavioral variables and education are predictors of dietary change in the Women's Health Trial: Feasibility Study in Minority Populations.,2016,2004.0,1.0
26212597,15284372,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Meal replacements are as effective as structured weight-loss diets for treating obesity in adults with features of metabolic syndrome.,2016,2004.0,1.0
26212597,10719404,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Pecans lower low-density lipoprotein cholesterol in people with normal lipid levels.,2016,2000.0,1.0
26212597,16076991,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Effects of calcium and dairy on body composition and weight loss in African-American adults.,2016,2005.0,1.0
26212597,19075284,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Dietary pattern influences breast cancer prognosis in women without hot flashes: the women's healthy eating and living trial.,2016,2009.0,1.0
26212597,15220952,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,"Increased alpha-linolenic acid intake lowers C-reactive protein, but has no effect on markers of atherosclerosis.",2016,2004.0,1.0
26212597,15931612,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Beef and soy-based food supplements differentially affect serum lipoprotein-lipid profiles because of changes in carbohydrate intake and novel nutrient intake ratios in older men who resistive-train.,2016,2005.0,1.0
26212597,15941879,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,"Effect of an energy-restricted, high-protein, low-fat diet relative to a conventional high-carbohydrate, low-fat diet on weight loss, body composition, nutritional status, and markers of cardiovascular health in obese women.",2016,2005.0,1.0
26212597,17158408,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,"Effects of altering the ratio of dietary n-6 to n-3 fatty acids on insulin sensitivity, lipoprotein size, and postprandial lipemia in men and postmenopausal women aged 45-70 y: the OPTILIP Study.",2016,2006.0,1.0
26212597,18759956,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Specific insulin sensitivity and leptin responses to a nutritional treatment of obesity via a combination of energy restriction and fatty fish intake.,2016,2008.0,1.0
26212597,16873779,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,A low-fat vegan diet improves glycemic control and cardiovascular risk factors in a randomized clinical trial in individuals with type 2 diabetes.,2016,2006.0,1.0
26212597,17592648,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Nutrient adequacy during weight loss interventions: a randomized study in women comparing the dietary intake in a meal replacement group with a traditional food group.,2016,2007.0,1.0
26212597,15522134,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Background diet influences the anti-inflammatory effect of alpha-linolenic acid in dyslipidaemic subjects.,2016,2004.0,1.0
26212597,16822627,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Nutrition education in postmenopausal women: changes in dietary and cardiovascular indices.,2016,2006.0,1.0
26212597,15894901,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Effects of a lifestyle programme on ambulatory blood pressure and drug dosage in treated hypertensive patients: a randomized controlled trial.,2016,2005.0,1.0
26212597,15249792,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Effect of the dietary approaches to stop hypertension diet and reduced sodium intake on blood pressure control.,2016,2004.0,1.0
26212597,15249794,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Comprehensive lifestyle modification and blood pressure control: a review of the PREMIER trial.,2016,2004.0,1.0
26212597,11317662,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,Substituting dietary saturated for monounsaturated fat impairs insulin sensitivity in healthy men and women: The KANWU Study.,2016,2001.0,1.0
26212597,15303109,Predictors for Reporting of Dietary Assessment Methods in Food-based Randomized Controlled Trials over a Ten-year Period.,"Effect of normal-fat diets, either medium or high in protein, on body weight in overweight subjects: a randomised 1-year trial.",2016,2004.0,1.0
